feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,target
-1.8315802068822424,1.4187745513487693,5.684795796743716,2.8831676400828488,-1.6422575029436293,0.6266403998145557,-0.9106686985799768,1
-2.0010256901118946,-3.4336302166358728,-1.278799231483462,0.9764845119021666,-1.9136584011080093,nan,-0.19707048897855384,2
-1.2497649159841822,0.9834734222485997,5.5484399808780624,2.811913578173308,-0.7610680782021838,-0.9638354228352625,0.0582600746642652,1
0.019896937068664355,-0.6746980418647659,2.7835378240482704,1.976657280088983,-0.33954519409926437,-1.1276566532307284,0.5926386282992697,0
-1.1417862003659536,-3.154584432259667,-1.4896327938845983,0.3002396232924377,-0.811878331644852,-0.7570559802437153,0.4046263467251606,2
-3.3305694413225115,-5.012134956790531,-2.0415993250572826,1.851821085259563,-2.8419492425410917,0.04355311275440497,0.36801377219164827,2
-1.8844590625111328,-4.056079829452277,-1.5998632418890981,-1.195579884999048,-1.392869075308857,-0.007006179359083292,-1.0044869687982798,2
-0.22012307482951077,0.05412824588955928,3.2651012062368903,-0.2259232796216073,0.05430997006366098,1.5574871749575656,-0.8386043798203066,0
0.9990349076313818,-2.3447529227222637,2.745921062642762,1.794816198831708,0.5753814241433202,1.1695959836986523,1.73405498792156,0
-2.6631150187269164,-5.043987062882014,0.49398530080602354,0.19428626603146693,-2.1842343055044218,0.6256272737147035,1.0912218672616563,2
1.8236168190821749,-1.1118129283604352,1.0531840217158812,-1.1623159254107245,1.7133602013279816,1.6002699199041153,nan,0
-0.8787597746259572,-0.39201245339919866,2.568473340264316,2.701439224461631,-0.22536590479119317,-0.9806716876657746,-1.2033163755051635,1
0.05157745882943565,-0.7377344628938666,1.001368107103424,-0.4401002346557633,-0.2992884317062816,0.26746513435544994,0.17474717505794302,0
0.49719276965840675,-2.395059570485332,2.339475956247825,0.9730909272274153,0.24080884078025488,0.40192596491443355,-0.17183568710768266,0
-0.5015728479033814,1.7212768457424317,5.721427316695559,3.616014260958821,-0.3683998482954853,0.3912928171531974,-0.7485932307784069,1
-0.3803322064976262,1.393263219224086,6.6513518919101955,3.9146272714855934,0.08573934337097339,0.24857140386790363,0.28372965710676123,1
-2.432125636003743,1.450310200126467,2.822300745966296,4.5258660695829676,-1.9853983967608493,0.5812368105220509,0.038085880412395634,1
0.16671351727283878,0.770456637606763,4.450839646742171,0.3775887555550018,0.443002949165649,1.1062537389317901,-0.024112986066608354,0
0.4783110832247694,-0.613362292043387,2.614569266517096,2.5835893470309057,0.2572107768569209,0.8174239171916904,-1.4885978664542734,0
1.7241063553626774,nan,3.301947800262327,-1.6908128432344918,1.4528706015812296,0.740584285789731,0.4352004179871417,0
0.5639777526275355,-3.2919041427369446,3.3657959278113667,-1.8016195310723342,0.870626309345643,0.00395875332706946,0.4557808874060643,0
-1.9154214625843071,-5.331807217045089,0.3776620359474294,-1.1199144402508951,-1.1783490922827125,-0.01934504774794299,0.5325920396952856,2
-2.203667103218065,nan,5.007672823737767,3.522126681508277,-1.9841937275264239,-0.425576050370573,-0.23873948479151902,1
-2.1046706990600867,1.3601158314828132,3.8144457868961728,3.1492010301153663,-1.670317867588384,-0.4960166080995756,-0.9771048400497292,1
0.39636901254225504,0.2685324316034002,2.322717011999219,1.2138611310766652,0.38335126372903355,0.8748151389736487,-0.2893870294278776,0
-3.3617871999423796,2.6762671272209664,5.021790674360328,4.95432696402166,-2.588015631255401,-0.263147632551638,1.3472858689811142,1
-1.9308967798887142,-4.530487737241987,-2.0402939474093045,-1.0088754502889188,-1.4657951795830735,0.19008133028882268,0.515154869798958,2
-2.1009724161663543,1.451914425989811,4.6986941186356415,1.678412417528818,-1.70532568308344,-0.2557646520269473,0.416679032913374,1
-1.3840330671512056,0.26226209371208875,4.3493191851439,4.166060065595609,-1.3111862658807318,1.843801933630595,0.4687563770191398,1
-3.1693786233941443,-4.55409432220534,-2.621608157416927,0.6849616610743348,-3.034470763226078,1.9013475587483561,0.5149935106988229,2
-3.615293543638711,-5.980161970985179,-4.255718086913034,2.320596975166781,-3.2944509052821203,0.8518283398242108,-0.9642158444226631,2
-1.7851886086342432,-2.8107386601623654,-2.555497365563057,1.2671590227198206,-1.988856229321505,0.4699261511905426,0.5087472163359494,2
-2.320011432449043,0.0028041937045910625,5.410960669140164,3.0203347451704934,-2.140346500251854,0.9216923355712702,-2.0251521018396024,1
-2.2031680843019092,-4.010031081252537,-1.5899808007150231,-0.0681105162306235,-1.537326228117536,-1.0910681980165158,0.33442719141377203,2
-4.772537651655922,-5.617021085933927,-1.6159661503871345,2.0915569205434945,-3.899295267255628,0.868712263010324,0.31104359529584286,2
-1.910020241149405,2.6453391915308684,2.18730665436761,nan,-1.3729519936771006,-3.010592631688804,-0.42162374574041717,1
-3.5986582898495425,-5.442463610531242,-2.481242549112005,0.441325014241545,-3.1637317686260316,0.35186835465036215,1.017301871268622,2
-3.6608226647128523,-3.43286984527633,-3.6236598331334,0.28067332209850626,-2.4258777280793775,0.013772144225054609,0.28949062245930546,2
-3.3468893478778172,-4.215587764410259,-4.199029607415646,-0.834662388748486,-3.147930949633797,-0.755364554587813,-0.4399305526912749,2
-3.1238987031481287,2.175261689560257,2.3243125381320957,5.04569737563067,-2.394438592168014,0.6432856625957134,0.35562110025120325,1
-2.9763254989604238,-4.239156745929223,-4.7289763641706655,-0.6523414899104928,-2.2354810920222703,0.6387153557833382,0.4787031108084666,2
1.2776760570921075,1.0379919523557648,1.2505240526047001,1.4998893646337357,1.2084297566818758,-0.5303586751376336,0.912316865863454,0
-1.699839813406195,1.907578182350186,4.351501824920557,4.829763741454333,-1.311105096268658,nan,0.4816876510860112,1
-4.170633289968751,-3.7865562696985364,-0.6437850991114997,0.9137780300397104,-3.7746155041692697,-0.467350808110262,1.26811835127119,2
-2.749724570654734,-3.9114303530228587,-1.9200480937187003,-0.1306901337483675,-2.105216373524706,-0.6770302666414552,0.07681395700459838,2
-0.8052146673903651,2.608372920701073,3.2033128660625225,5.173244831419816,-0.7463715720157759,0.8532370759708157,1.254091163967035,1
-1.8231015856497539,1.0948517359139194,5.490429655673057,2.547582468007733,-1.4338720101270326,0.5657955844297512,1.1836888196075748,1
0.908233238125586,-0.789834265738738,2.206542922505877,0.7545725937648877,1.0705648065058602,0.7621723106232449,-0.3313828984985177,0
-1.853699619141157,0.9373873342422062,5.76918058117001,3.8884667541141718,-1.7579534566080053,0.7983695906688574,0.10590267561391911,1
nan,2.150526785657724,2.4746881139993024,4.224058535424332,-1.3062316974359598,-1.133990728116401,-0.6615660008429558,1
-0.15609073153708009,-5.4632592906587005,0.336607244275243,-1.6454326827450636,0.24125953539287534,0.42689800260622607,-0.8006144392811545,2
-3.1605325614266704,-3.7546794405821133,-2.7791936846277796,-0.745435977875925,-2.5017483760643655,1.5125171326387197,-0.7575002166273458,2
0.5930995375284569,-0.02508654182568837,3.115914855502914,0.09499828685374334,nan,-1.150692214205122,0.6123409318923192,0
-4.491686643008093,-3.8563716833213286,-0.8860328151981676,-0.3166180453258728,nan,-0.6066614942656829,2.7215096266087393,2
-1.0881107219983712,-0.09764452925101308,3.841628366440306,2.1283534937334627,-0.6769749423433044,-0.329749824252908,1.187878937162205,1
-1.7788016936947242,0.09409186545922932,6.220275917866665,3.8271828823780516,-1.748431208764408,0.8021004372773928,-0.2955631239674654,1
-2.419484062141664,-3.713156716215218,-0.9039895263191529,0.5333973691685636,-2.0410586763493894,-0.8908902513557284,0.25323348050038635,2
-2.711399391288258,1.3528749589737108,4.127667781979095,3.8533409865031225,-2.13572988968773,-0.809127531651524,-0.02157720401677799,1
0.05295013606715149,-0.3915049795682943,3.29160990547542,-0.43146159527809147,0.5692612827679154,-0.6988232519315115,0.04900747879279077,0
